index,title,cast,director,keywords,genres,soup
450,Free Willy,"['jasonjamesrichter', 'loripetty', 'augustschellenberg']",simonwincer,"['socialwork', 'socialworker', 'humananimalrelationship']","['family', 'adventure']","['socialwork', 'socialworker', 'humananimalrelationship', 'jasonjamesrichter', 'loripetty', 'augustschellenberg', 'simonwincer', 'family', 'adventure']"
451,Fresh,"['seannelson', 'giancarloesposito', 'samuell.jackson']",boazyakin,"['warondrugs', 'drugtraffic', 'drugdealer']","['crime', 'drama', 'thriller']","['warondrugs', 'drugtraffic', 'drugdealer', 'seannelson', 'giancarloesposito', 'samuell.jackson', 'boazyakin', 'crime', 'drama', 'thriller']"
452,The Fugitive,"['harrisonford', 'tommyleejones', 'selaward']",andrewdavis,"['chicago', 'showdown', 'undercover']","['adventure', 'action', 'thriller']","['chicago', 'showdown', 'undercover', 'harrisonford', 'tommyleejones', 'selaward', 'andrewdavis', 'adventure', 'action', 'thriller']"
453,Geronimo: An American Legend,"['jasonpatric', 'wesstudi', 'genehackman']",walterhill,"['apache', 'historicalfigure', 'nativeamerican']","['history', 'action', 'drama']","['apache', 'historicalfigure', 'nativeamerican', 'jasonpatric', 'wesstudi', 'genehackman', 'walterhill', 'history', 'action', 'drama']"
454,The Getaway,"['alecbaldwin', 'kimbasinger', 'michaelmadsen']",rogerdonaldson,"['suicidebyhanging', 'sexualtorture', 'explodingtruck']","['drama', 'action', 'thriller']","['suicidebyhanging', 'sexualtorture', 'explodingtruck', 'alecbaldwin', 'kimbasinger', 'michaelmadsen', 'rogerdonaldson', 'drama', 'action', 'thriller']"
455,Getting Even with Dad,"['macaulayculkin', 'teddanson', 'glenneheadly']",howarddeutch,[],"['family', 'comedy', 'crime']","['macaulayculkin', 'teddanson', 'glenneheadly', 'howarddeutch', 'family', 'comedy', 'crime']"
456,Go Fish,"['guinevereturner', 'v.s.brodie', 't.wendymcmillan']",rosetroche,"['lesbianrelationship', 'homosexuality', 'independentfilm']","['drama', 'romance']","['lesbianrelationship', 'homosexuality', 'independentfilm', 'guinevereturner', 'v.s.brodie', 't.wendymcmillan', 'rosetroche', 'drama', 'romance']"
457,A Good Man in Africa,"['colinfriels', 'seanconnery', 'johnlithgow']",bruceberesford,['golf'],"['comedy', 'drama']","['golf', 'colinfriels', 'seanconnery', 'johnlithgow', 'bruceberesford', 'comedy', 'drama']"
458,Guilty as Sin,"['rebeccademornay', 'donjohnson', 'danaivey']",sidneylumet,[],"['drama', 'thriller']","['rebeccademornay', 'donjohnson', 'danaivey', 'sidneylumet', 'drama', 'thriller']"
459,Hard Target,"['jean-claudevandamme', 'arnoldvosloo', 'lancehenriksen']",johnwoo,"['neworleans', 'mercenary', 'huntinghumanbeings']","['action', 'adventure', 'crime']","['neworleans', 'mercenary', 'huntinghumanbeings', 'jean-claudevandamme', 'arnoldvosloo', 'lancehenriksen', 'johnwoo', 'action', 'adventure', 'crime']"
460,Heaven & Earth,"['tommyleejones', 'robertjohnburke', 'timothycarhart']",oliverstone,"['vietnam', 'vietnamwar', 'biography']","['history', 'war', 'action']","['vietnam', 'vietnamwar', 'biography', 'tommyleejones', 'robertjohnburke', 'timothycarhart', 'oliverstone', 'history', 'war', 'action']"
461,Hot Shots! Part Deux,"['charliesheen', 'lloydbridges', 'valeriagolino']",jimabrahams,"['swordplay', 'secretagent', 'liberationofhostage']","['action', 'comedy', 'war']","['swordplay', 'secretagent', 'liberationofhostage', 'charliesheen', 'lloydbridges', 'valeriagolino', 'jimabrahams', 'action', 'comedy', 'war']"
462,Live Nude Girls,"['danadelany', 'kimcattrall', 'cynthiastevenson']",juliannalavin,"['sleepover', 'independentfilm', 'bestfriend']",['comedy'],"['sleepover', 'independentfilm', 'bestfriend', 'danadelany', 'kimcattrall', 'cynthiastevenson', 'juliannalavin', 'comedy']"
463,The Englishman Who Went Up a Hill But Came Down a Mountain,"['hughgrant', 'tarafitzgerald', 'colmmeaney']",christophermonger,"['wales', 'worldwari', 'village']","['drama', 'comedy', 'romance']","['wales', 'worldwari', 'village', 'hughgrant', 'tarafitzgerald', 'colmmeaney', 'christophermonger', 'drama', 'comedy', 'romance']"
464,The House of the Spirits,"['merylstreep', 'glennclose', 'jeremyirons']",billeaugust,"['centralandsouthamerica', 'farmworker', 'farm']","['romance', 'drama']","['centralandsouthamerica', 'farmworker', 'farm', 'merylstreep', 'glennclose', 'jeremyirons', 'billeaugust', 'romance', 'drama']"
465,House Party 3,"['berniemac', 'christucker', 'christopherreid']",ericmeza,[],['comedy'],"['berniemac', 'christucker', 'christopherreid', 'ericmeza', 'comedy']"
466,The Hudsucker Proxy,"['timrobbins', 'jenniferjasonleigh', 'paulnewman']",joelcoen,"['suicide', 'newyork', 'corruption']","['comedy', 'drama']","['suicide', 'newyork', 'corruption', 'timrobbins', 'jenniferjasonleigh', 'paulnewman', 'joelcoen', 'comedy', 'drama']"
467,I'll Do Anything,"['nicknolte', 'woodyharrelson', 'albertbrooks']",jamesl.brooks,"['fatherdaughterrelationship', 'actor', 'unsuccessful']","['comedy', 'drama']","['fatherdaughterrelationship', 'actor', 'unsuccessful', 'nicknolte', 'woodyharrelson', 'albertbrooks', 'jamesl.brooks', 'comedy', 'drama']"
468,In the Army Now,"['paulyshore', 'andydick', 'loripetty']","danielpetrie,jr.","['education', 'u.s.army', 'friendship']",['comedy'],"['education', 'u.s.army', 'friendship', 'paulyshore', 'andydick', 'loripetty', 'danielpetrie,jr.', 'comedy']"
469,In the Line of Fire,"['clinteastwood', 'renerusso', 'johnmalkovich']",wolfgangpetersen,"['cia', 'assassin', 'running']","['action', 'drama', 'thriller']","['cia', 'assassin', 'running', 'clinteastwood', 'renerusso', 'johnmalkovich', 'wolfgangpetersen', 'action', 'drama', 'thriller']"
470,In the Name of the Father,"['danielday-lewis', 'petepostlethwaite', 'emmathompson']",jimsheridan,"['bomb', 'prison', 'fathersonrelationship']",['drama'],"['bomb', 'prison', 'fathersonrelationship', 'danielday-lewis', 'petepostlethwaite', 'emmathompson', 'jimsheridan', 'drama']"
471,The Inkwell,"['larenztate', 'joemorton', 'suzzannedouglas']",mattyrich,[],"['comedy', 'drama', 'romance']","['larenztate', 'joemorton', 'suzzannedouglas', 'mattyrich', 'comedy', 'drama', 'romance']"
472,What's Love Got to Do with It,"['angelabassett', 'laurencefishburne', 'vanessabellcalloway']",briangibson,"['priceoffame', 'tinaturner', 'blackwoman']","['drama', 'music']","['priceoffame', 'tinaturner', 'blackwoman', 'angelabassett', 'laurencefishburne', 'vanessabellcalloway', 'briangibson', 'drama', 'music']"
473,Jimmy Hollywood,"['joepesci', 'christianslater', 'victoriaabril']",barrylevinson,[],['comedy'],"['joepesci', 'christianslater', 'victoriaabril', 'barrylevinson', 'comedy']"
474,Judgment Night,"['emilioestevez', 'cubagoodingjr.', 'denisleary']",stephenhopkins,"['chicago', 'drugdealer', 'boxingmatch']","['action', 'thriller', 'crime']","['chicago', 'drugdealer', 'boxingmatch', 'emilioestevez', 'cubagoodingjr.', 'denisleary', 'stephenhopkins', 'action', 'thriller', 'crime']"
475,Jurassic Park,"['samneill', 'lauradern', 'jeffgoldblum']",stevenspielberg,"['exoticisland', 'dna', 'paleontology']","['adventure', 'sciencefiction']","['exoticisland', 'dna', 'paleontology', 'samneill', 'lauradern', 'jeffgoldblum', 'stevenspielberg', 'adventure', 'sciencefiction']"
476,Kalifornia,"['bradpitt', 'davidduchovny', 'juliettelewis']",dominicsena,"['california', 'journalist', 'journalism']","['thriller', 'crime']","['california', 'journalist', 'journalism', 'bradpitt', 'davidduchovny', 'juliettelewis', 'dominicsena', 'thriller', 'crime']"
477,Killing Zoe,"['ericstoltz', 'juliedelpy', 'jean-huguesanglade']",rogeravary,"['paris', 'prostitute', 'robbery']","['action', 'crime', 'drama']","['paris', 'prostitute', 'robbery', 'ericstoltz', 'juliedelpy', 'jean-huguesanglade', 'rogeravary', 'action', 'crime', 'drama']"
478,King of the Hill,"['jessebradford', 'jeroenkrabbé', 'lisaeichhorn']",stevensoderbergh,"['marbles', 'elevatoroperator', 'bellboy']",['drama'],"['marbles', 'elevatoroperator', 'bellboy', 'jessebradford', 'jeroenkrabbé', 'lisaeichhorn', 'stevensoderbergh', 'drama']"
479,Lassie,"['tomguiry', 'helenslater', 'jontenney']",danielpetrie,['lassie'],"['action', 'adventure', 'drama']","['lassie', 'tomguiry', 'helenslater', 'jontenney', 'danielpetrie', 'action', 'adventure', 'drama']"
480,Last Action Hero,"['arnoldschwarzenegger', 'f.murrayabraham', 'artcarney']",johnmctiernan,"['magic', 'movieinmovie', 'spoof']","['adventure', 'fantasy', 'action']","['magic', 'movieinmovie', 'spoof', 'arnoldschwarzenegger', 'f.murrayabraham', 'artcarney', 'johnmctiernan', 'adventure', 'fantasy', 'action']"
481,Life With Mikey,"['michaelj.fox', 'christinavidal', 'nathanlane']",jameslapine,[],"['comedy', 'family']","['michaelj.fox', 'christinavidal', 'nathanlane', 'jameslapine', 'comedy', 'family']"
482,Lightning Jack,"['paulhogan', ""beverlyd'angelo"", 'cubagoodingjr.']",simonwincer,"['lightning', 'jack']","['action', 'comedy', 'western']","['lightning', 'jack', 'paulhogan', ""beverlyd'angelo"", 'cubagoodingjr.', 'simonwincer', 'action', 'comedy', 'western']"
483,M. Butterfly,"['jeremyirons', 'johnlone', 'barbarasukowa']",davidcronenberg,"['china', 'operasinger']","['drama', 'romance']","['china', 'operasinger', 'jeremyirons', 'johnlone', 'barbarasukowa', 'davidcronenberg', 'drama', 'romance']"
484,Made in America,"['whoopigoldberg', 'teddanson', 'nialong']",richardbenjamin,"['cardealer', 'anonymity', 'highschool']",['comedy'],"['cardealer', 'anonymity', 'highschool', 'whoopigoldberg', 'teddanson', 'nialong', 'richardbenjamin', 'comedy']"
485,Malice,"['alecbaldwin', 'nicolekidman', 'billpullman']",haroldbecker,"['marriedcouple', 'insurancefraud', 'boarder']","['drama', 'crime']","['marriedcouple', 'insurancefraud', 'boarder', 'alecbaldwin', 'nicolekidman', 'billpullman', 'haroldbecker', 'drama', 'crime']"
486,The Man without a Face,"['melgibson', 'nickstahl', 'margaretwhitton']",melgibson,"['secret', 'suspicion', 'facetransplant']",['drama'],"['secret', 'suspicion', 'facetransplant', 'melgibson', 'nickstahl', 'margaretwhitton', 'melgibson', 'drama']"
487,Manhattan Murder Mystery,"['woodyallen', 'dianekeaton', 'jerryadler']",woodyallen,"['investigation', 'darkcomedy', 'independentfilm']","['comedy', 'mystery']","['investigation', 'darkcomedy', 'independentfilm', 'woodyallen', 'dianekeaton', 'jerryadler', 'woodyallen', 'comedy', 'mystery']"
488,Menace II Society,"['tyrinturner', 'larenztate', 'glennplummer']",alberthughes,"['blackpeople', 'drugdealer', 'ghetto']","['drama', 'action', 'crime']","['blackpeople', 'drugdealer', 'ghetto', 'tyrinturner', 'larenztate', 'glennplummer', 'alberthughes', 'drama', 'action', 'crime']"
489,Executive Decision,"['kurtrussell', 'stevenseagal', 'halleberry']",stuartbaird,"['bomb', 'ransom', 'hostage']","['action', 'adventure', 'drama']","['bomb', 'ransom', 'hostage', 'kurtrussell', 'stevenseagal', 'halleberry', 'stuartbaird', 'action', 'adventure', 'drama']"
490,In the Realm of the Senses,"['eikomatsuda', 'tatsuyafuji', 'aoinakajima']",nagisaōshima,"['japan', 'jealousy', 'brothel']","['drama', 'romance']","['japan', 'jealousy', 'brothel', 'eikomatsuda', 'tatsuyafuji', 'aoinakajima', 'nagisaōshima', 'drama', 'romance']"
491,What Happened Was...,"['karensillas', 'tomnoonan']",tomnoonan,"['date', 'conversation', 'secretary']","['thriller', 'comedy', 'drama']","['date', 'conversation', 'secretary', 'karensillas', 'tomnoonan', 'tomnoonan', 'thriller', 'comedy', 'drama']"
492,Much Ado About Nothing,"['kennethbranagh', 'richardbriers', 'michaelkeaton']",kennethbranagh,"['shakespeare', 'bachelor', 'newlove']","['drama', 'comedy', 'romance']","['shakespeare', 'bachelor', 'newlove', 'kennethbranagh', 'richardbriers', 'michaelkeaton', 'kennethbranagh', 'drama', 'comedy', 'romance']"
493,Mr. Jones,"['richardgere', 'lenaolin', 'annebancroft']",mikefiggis,"['depression', 'therapist', 'symphony']","['drama', 'romance']","['depression', 'therapist', 'symphony', 'richardgere', 'lenaolin', 'annebancroft', 'mikefiggis', 'drama', 'romance']"
494,Mr. Wonderful,"['mattdillon', 'annabellasciorra', 'mary-louiseparker']",anthonyminghella,"['professor', 'friendship', 'unfaithfulness']","['comedy', 'romance']","['professor', 'friendship', 'unfaithfulness', 'mattdillon', 'annabellasciorra', 'mary-louiseparker', 'anthonyminghella', 'comedy', 'romance']"
495,Mrs. Doubtfire,"['robinwilliams', 'sallyfield', 'piercebrosnan']",chriscolumbus,"['sanfrancisco', 'parentchildrelationship', 'restaurant']","['comedy', 'drama', 'family']","['sanfrancisco', 'parentchildrelationship', 'restaurant', 'robinwilliams', 'sallyfield', 'piercebrosnan', 'chriscolumbus', 'comedy', 'drama', 'family']"
496,Naked,"['davidthewlis', 'lesleysharp', 'katrincartlidge']",mikeleigh,['referencetothebookofrevelation'],"['comedy', 'drama']","['referencetothebookofrevelation', 'davidthewlis', 'lesleysharp', 'katrincartlidge', 'mikeleigh', 'comedy', 'drama']"
497,The Next Karate Kid,"['patmorita', 'hilaryswank', 'michaelironside']",christophercain,"['martialarts', 'becominganadult', 'karate']",['adventure'],"['martialarts', 'becominganadult', 'karate', 'patmorita', 'hilaryswank', 'michaelironside', 'christophercain', 'adventure']"
498,The New Age,"['peterweller', 'judydavis', 'patrickbauchau']",michaeltolkin,"['yuppie', 'satire', 'surrealism']","['comedy', 'drama']","['yuppie', 'satire', 'surrealism', 'peterweller', 'judydavis', 'patrickbauchau', 'michaeltolkin', 'comedy', 'drama']"
499,No Escape,"['rayliotta', 'lancehenriksen', 'stuartwilson']",martincampbell,"['prison', 'island', 'chase']","['action', 'drama', 'sciencefiction']","['prison', 'island', 'chase', 'rayliotta', 'lancehenriksen', 'stuartwilson', 'martincampbell', 'action', 'drama', 'sciencefiction']"
500,North,"['elijahwood', 'jasonalexander', 'julialouis-dreyfus']",robreiner,"['parentchildrelationship', 'childprodigy', 'travel']","['comedy', 'drama', 'family']","['parentchildrelationship', 'childprodigy', 'travel', 'elijahwood', 'jasonalexander', 'julialouis-dreyfus', 'robreiner', 'comedy', 'drama', 'family']"
501,Orlando,"['tildaswinton', 'billyzane', 'lothairebluteau']",sallypotter,"['londonengland', 'queen', 'queenelizabethi']","['romance', 'drama', 'fantasy']","['londonengland', 'queen', 'queenelizabethi', 'tildaswinton', 'billyzane', 'lothairebluteau', 'sallypotter', 'romance', 'drama', 'fantasy']"
502,A Perfect World,"['kevincostner', 'clinteastwood', 'lauradern']",clinteastwood,"['hostage', 'escapefromprison', 'escapedconvict']","['crime', 'drama', 'thriller']","['hostage', 'escapefromprison', 'escapedconvict', 'kevincostner', 'clinteastwood', 'lauradern', 'clinteastwood', 'crime', 'drama', 'thriller']"
503,Philadelphia,"['tomhanks', 'denzelwashington', 'jasonrobards']",jonathandemme,"['gay', 'aids', 'homophobia']",['drama'],"['gay', 'aids', 'homophobia', 'tomhanks', 'denzelwashington', 'jasonrobards', 'jonathandemme', 'drama']"
504,The Piano,"['hollyhunter', 'harveykeitel', 'samneill']",janecampion,"['lovetriangle', 'scotland', 'mother']","['drama', 'romance']","['lovetriangle', 'scotland', 'mother', 'hollyhunter', 'harveykeitel', 'samneill', 'janecampion', 'drama', 'romance']"
505,Poetic Justice,"['janetjackson', 'tupacamarushakur', 'reginaking']",johnsingleton,"['lossoflover', 'sadness', 'losangeles']","['drama', 'romance']","['lossoflover', 'sadness', 'losangeles', 'janetjackson', 'tupacamarushakur', 'reginaking', 'johnsingleton', 'drama', 'romance']"
506,The Program,"['jamescaan', 'halleberry', 'omarepps']",davids.ward,"['americanfootball', 'sport']",['drama'],"['americanfootball', 'sport', 'jamescaan', 'halleberry', 'omarepps', 'davids.ward', 'drama']"
507,The Puppet Masters,"['donaldsutherland', 'ericthal', 'juliewarner']",stuartorme,[],"['horror', 'sciencefiction', 'thriller']","['donaldsutherland', 'ericthal', 'juliewarner', 'stuartorme', 'horror', 'sciencefiction', 'thriller']"
508,Radioland Murders,"['brianbenben', 'marystuartmasterson', 'nedbeatty']",melsmith,"['radiostation', 'radio', 'writer']","['comedy', 'crime', 'drama']","['radiostation', 'radio', 'writer', 'brianbenben', 'marystuartmasterson', 'nedbeatty', 'melsmith', 'comedy', 'crime', 'drama']"
509,The Ref,"['denisleary', 'judydavis', 'kevinspacey']",teddemme,"['holiday', 'robbery', 'burglar']",['comedy'],"['holiday', 'robbery', 'burglar', 'denisleary', 'judydavis', 'kevinspacey', 'teddemme', 'comedy']"
510,The Remains of the Day,"['anthonyhopkins', 'emmathompson', 'jamesfox']",jamesivory,"['newspaper', 'butler', 'countryhouse']","['drama', 'romance']","['newspaper', 'butler', 'countryhouse', 'anthonyhopkins', 'emmathompson', 'jamesfox', 'jamesivory', 'drama', 'romance']"
511,Renaissance Man,"['dannydevito', 'markwahlberg', 'gregoryhines']",pennymarshall,"['vietnamveteran', 'commercial', 'advertisingexpert']","['comedy', 'war']","['vietnamveteran', 'commercial', 'advertisingexpert', 'dannydevito', 'markwahlberg', 'gregoryhines', 'pennymarshall', 'comedy', 'war']"
512,Rising Sun,"['seanconnery', 'wesleysnipes', 'harveykeitel']",philipkaufman,"['japan', 'usa', 'corruption']","['action', 'drama', 'thriller']","['japan', 'usa', 'corruption', 'seanconnery', 'wesleysnipes', 'harveykeitel', 'philipkaufman', 'action', 'drama', 'thriller']"
513,The Road to Wellville,"['anthonyhopkins', 'bridgetfonda', 'matthewbroderick']",alanparker,"['competition', 'sanatorium', 'musical']","['comedy', 'romance']","['competition', 'sanatorium', 'musical', 'anthonyhopkins', 'bridgetfonda', 'matthewbroderick', 'alanparker', 'comedy', 'romance']"
514,RoboCop 3,"['robertjohnburke', 'nancyallen', 'mariomachado']",freddekker,"['cyborg', 'dystopia', 'police']","['action', 'adventure', 'crime']","['cyborg', 'dystopia', 'police', 'robertjohnburke', 'nancyallen', 'mariomachado', 'freddekker', 'action', 'adventure', 'crime']"
515,Robin Hood: Men in Tights,"['caryelwes', 'domdeluise', 'rogerrees']",melbrooks,"['witch', 'treehouse', 'robinhood']",['comedy'],"['witch', 'treehouse', 'robinhood', 'caryelwes', 'domdeluise', 'rogerrees', 'melbrooks', 'comedy']"
516,Romeo Is Bleeding,"['garyoldman', 'lenaolin', 'annabellasciorra']",petermedak,"['policeoperation', 'sexaddiction', 'police']","['action', 'crime', 'drama']","['policeoperation', 'sexaddiction', 'police', 'garyoldman', 'lenaolin', 'annabellasciorra', 'petermedak', 'action', 'crime', 'drama']"
517,Romper Stomper,"['russellcrowe', 'danielpollock', 'jacquelinemckenzie']",geoffreywright,"['skinhead', 'resistance', 'immigrant']","['action', 'drama', 'thriller']","['skinhead', 'resistance', 'immigrant', 'russellcrowe', 'danielpollock', 'jacquelinemckenzie', 'geoffreywright', 'action', 'drama', 'thriller']"
